ko	Genes
ko:K04289	Tco_017800
ko:K11703	Tco_017801
ko:K10277	Tco_017802
ko:K03349	Tco_017803
ko:K04946	Tco_017804
ko:K01057	Tco_017805
ko:K15498	Tco_017806
ko:K17915	Tco_017807
ko:K14713	Tco_017809
ko:K17633	Tco_017810
ko:K01915	Tco_017816
ko:K01915	Tco_017820
ko:K09054	Tco_017822
ko:K03593	Tco_017823
ko:K03593	Tco_017824
ko:K00503	Tco_017826
ko:K15292	Tco_017827
ko:K02903	Tco_017828
ko:K16174	Tco_017829
ko:K21879	Tco_017831
ko:K01074	Tco_017832
ko:K00773	Tco_017835
ko:K15170	Tco_017836
ko:K19382	Tco_017842
ko:K19400	Tco_017842
ko:K16745	Tco_017843
ko:K19382	Tco_017843
ko:K20160	Tco_017844
ko:K09373	Tco_017846
ko:K09373	Tco_017847
ko:K09373	Tco_017848
ko:K15180	Tco_017853
ko:K14686	Tco_017855
ko:K17478	Tco_017856
ko:K07252	Tco_017858
ko:K10758	Tco_017859
ko:K17286	Tco_017864
ko:K17286	Tco_017865
ko:K14939	Tco_017866
ko:K15170	Tco_017867
ko:K05956	Tco_017869
ko:K15202	Tco_017870
ko:K03124	Tco_017871
ko:K01698	Tco_017873
ko:K19589	Tco_017874
ko:K20002	Tco_017874
ko:K00249	Tco_017876
ko:K15377	Tco_017877
ko:K11205	Tco_017879
ko:K21751	Tco_017880
ko:K15690	Tco_017884
ko:K15407	Tco_017885
ko:K15837	Tco_017888
ko:K12867	Tco_017889
ko:K06184	Tco_017890
ko:K09374	Tco_017892
ko:K07881	Tco_017897
ko:K13184	Tco_017898
ko:K05542	Tco_017903
ko:K05125	Tco_017907
ko:K05906	Tco_017907
ko:K11672	Tco_017909
ko:K01230	Tco_017911
ko:K00939	Tco_017912
ko:K05290	Tco_017913
ko:K14317	Tco_017914
ko:K08513	Tco_017915
ko:K06619	Tco_017916
ko:K10641	Tco_017917
ko:K02326	Tco_017918
ko:K12662	Tco_017919
ko:K03989	Tco_017920
ko:K13509	Tco_017920
ko:K01112	Tco_017922
ko:K20285	Tco_017923
ko:K10086	Tco_017925
ko:K14819	Tco_017927
ko:K12621	Tco_017928
ko:K14998	Tco_017928
ko:K17808	Tco_017929
ko:K09329	Tco_017930
ko:K20798	Tco_017931
ko:K14464	Tco_017933
ko:K15175	Tco_017934
ko:K01528	Tco_017936
ko:K01482	Tco_017937
ko:K04798	Tco_017938
ko:K14998	Tco_017939
ko:K11089	Tco_017941
ko:K04507	Tco_017942
ko:K09490	Tco_017943
ko:K14676	Tco_017944
ko:K14676	Tco_017945
ko:K08513	Tco_017946
ko:K02732	Tco_017950
ko:K03627	Tco_017951
ko:K00809	Tco_017955
ko:K11848	Tco_017956
ko:K02175	Tco_017957
ko:K20898	Tco_017958
ko:K20899	Tco_017958
ko:K02152	Tco_017959
ko:K18695	Tco_017960
ko:K15225	Tco_017961
ko:K21625	Tco_017961
ko:K09640	Tco_017962
ko:K03871	Tco_017965
ko:K12161	Tco_017966
ko:K14616	Tco_017968
ko:K12850	Tco_017969
ko:K09578	Tco_017972
ko:K03115	Tco_017973
ko:K15450	Tco_017974
ko:K09409	Tco_017975
ko:K08745	Tco_017982
ko:K11420	Tco_017986
ko:K19748	Tco_017990
ko:K20875	Tco_017991
ko:K20876	Tco_017991
ko:K02733	Tco_017992
ko:K02739	Tco_017992
ko:K20278	Tco_017993
ko:K18407	Tco_017994
ko:K10313	Tco_017995
ko:K14311	Tco_017996
ko:K08705	Tco_017997
ko:K17286	Tco_018000
ko:K03833	Tco_018001
ko:K06277	Tco_018002
ko:K00624	Tco_018004
ko:K06114	Tco_018005
ko:K03660	Tco_018006
ko:K00624	Tco_018007
ko:K07192	Tco_018009
ko:K14768	Tco_018010
ko:K08871	Tco_018011
ko:K11721	Tco_018011
ko:K11722	Tco_018011
ko:K05843	Tco_018012
ko:K02214	Tco_018013
ko:K14963	Tco_018014
ko:K11317	Tco_018015
ko:K05995	Tco_018016
ko:K08498	Tco_018017
ko:K09453	Tco_018018
ko:K07299	Tco_018019
ko:K20369	Tco_018020
ko:K02989	Tco_018021
ko:K19001	Tco_018023
ko:K09453	Tco_018026
ko:K14311	Tco_018028
ko:K12186	Tco_018031
ko:K18407	Tco_018033
ko:K20410	Tco_018033
ko:K09355	Tco_018034
ko:K09355	Tco_018035
ko:K19024	Tco_018038
ko:K02153	Tco_018039
ko:K17346	Tco_018040
ko:K12193	Tco_018041
ko:K06569	Tco_018042
ko:K20795	Tco_018045
ko:K16542	Tco_018047
ko:K16549	Tco_018047
ko:K10639	Tco_018051
ko:K00728	Tco_018052
ko:K15111	Tco_018053
ko:K05730	Tco_018054
ko:K19909	Tco_018056
ko:K19910	Tco_018056
ko:K17605	Tco_018057
ko:K19573	Tco_018059
ko:K00314	Tco_018064
ko:K12734	Tco_018065
ko:K02599	Tco_018066
ko:K16681	Tco_018066
ko:K20825	Tco_018067
ko:K10350	Tco_018068
ko:K03691	Tco_018069
ko:K15693	Tco_018073
ko:K17834	Tco_018074
ko:K19932	Tco_018076
ko:K12174	Tco_018078
ko:K07206	Tco_018079
ko:K07524	Tco_018087
ko:K16449	Tco_018087
ko:K08524	Tco_018090
ko:K14030	Tco_018090
ko:K17542	Tco_018091
ko:K02932	Tco_018092
ko:K20235	Tco_018093
ko:K03593	Tco_018094
ko:K16780	Tco_018096
ko:K15324	Tco_018098
ko:K06071	Tco_018099
ko:K06071	Tco_018101
ko:K10879	Tco_018102
ko:K10143	Tco_018103
ko:K16768	Tco_018107
ko:K06827	Tco_018114
ko:K06829	Tco_018114
ko:K22471	Tco_018114
ko:K14996	Tco_018115
ko:K15448	Tco_018116
ko:K20242	Tco_018117
ko:K02936	Tco_018118
ko:K15139	Tco_018119
ko:K07763	Tco_018139
ko:K14376	Tco_018149
ko:K02183	Tco_018154
ko:K04461	Tco_018163
ko:K00670	Tco_018169
ko:K04496	Tco_018177
ko:K04496	Tco_018178
ko:K03262	Tco_018207
ko:K02580	Tco_018215
ko:K07874	Tco_018221
ko:K12893	Tco_018229
ko:K19721	Tco_018237
ko:K10151	Tco_018370
ko:K12948	Tco_018384
ko:K11842	Tco_018386
ko:K02889	Tco_018387
ko:K12384	Tco_018392
ko:K13885	Tco_018392
ko:K19499	Tco_018400
ko:K19499	Tco_018401
ko:K19499	Tco_018402
ko:K19499	Tco_018403
ko:K18079	Tco_018408
ko:K21412	Tco_018413
ko:K20125	Tco_018414
ko:K21412	Tco_018415
ko:K15200	Tco_018417
ko:K05402	Tco_018426
ko:K00558	Tco_018429
ko:K10524	Tco_018439
ko:K01052	Tco_018440
ko:K12879	Tco_018455
ko:K01493	Tco_018458
ko:K15407	Tco_018477
ko:K03868	Tco_018487
ko:K00758	Tco_018489
ko:K11436	Tco_018491
ko:K12191	Tco_018492
ko:K13103	Tco_018499
ko:K04727	Tco_018503
ko:K07917	Tco_018506
ko:K02865	Tco_018508
ko:K12309	Tco_018510
ko:K11857	Tco_018512
ko:K18619	Tco_018514
ko:K00685	Tco_018522
ko:K16174	Tco_018525
ko:K19366	Tco_018531
ko:K01204	Tco_018539
ko:K01204	Tco_018542
ko:K10779	Tco_018549
ko:K16580	Tco_018550
ko:K19737	Tco_018557
ko:K05012	Tco_018561
ko:K02564	Tco_018567
ko:K15683	Tco_018578
ko:K08331	Tco_018579
ko:K18674	Tco_018582
ko:K18674	Tco_018583
ko:K05749	Tco_018588
ko:K02580	Tco_018591
ko:K14308	Tco_018613
ko:K04676	Tco_018616
ko:K16790	Tco_018616
ko:K02580	Tco_018621
ko:K09504	Tco_018626
ko:K15015	Tco_018636
ko:K02941	Tco_018638
ko:K02150	Tco_018640
ko:K15107	Tco_018643
ko:K08823	Tco_018645
ko:K09026	Tco_018649
ko:K09026	Tco_018650
ko:K00472	Tco_018651
ko:K14544	Tco_018652
ko:K05313	Tco_018655
ko:K12166	Tco_018657
ko:K13805	Tco_018658
ko:K19007	Tco_018660
ko:K15700	Tco_018661
ko:K02912	Tco_018662
ko:K21772	Tco_018663
ko:K11324	Tco_018665
ko:K04564	Tco_018669
ko:K03650	Tco_018670
ko:K10769	Tco_018670
ko:K13140	Tco_018671
ko:K18260	Tco_018677
ko:K18466	Tco_018680
ko:K09527	Tco_018682
ko:K01196	Tco_018685
ko:K16831	Tco_018686
ko:K12484	Tco_018689
ko:K12878	Tco_018691
ko:K06709	Tco_018692
ko:K00207	Tco_018693
ko:K11980	Tco_018694
ko:K02084	Tco_018695
ko:K03363	Tco_018695
ko:K18272	Tco_018699
ko:K07542	Tco_018700
ko:K05732	Tco_018701
ko:K13709	Tco_018701
ko:K05732	Tco_018702
ko:K13709	Tco_018702
ko:K20396	Tco_018705
ko:K18173	Tco_018706
ko:K11843	Tco_018710
ko:K06234	Tco_018711
ko:K09556	Tco_018712
ko:K13291	Tco_018713
ko:K06639	Tco_018714
ko:K03246	Tco_018715
ko:K03246	Tco_018716
ko:K14003	Tco_018717
ko:K04514	Tco_018718
ko:K17388	Tco_018718
ko:K18442	Tco_018719
ko:K02265	Tco_018722
ko:K14416	Tco_018723
ko:K08066	Tco_018724
ko:K15213	Tco_018725
ko:K15283	Tco_018727
ko:K09568	Tco_018731
ko:K01254	Tco_018732
ko:K00639	Tco_018733
ko:K19599	Tco_018736
ko:K14692	Tco_018739
ko:K14618	Tco_018740
ko:K20644	Tco_018741
ko:K07298	Tco_018742
ko:K19371	Tco_018743
ko:K09232	Tco_018745
ko:K14315	Tco_018747
ko:K09173	Tco_018748
ko:K13142	Tco_018749
ko:K01768	Tco_018750
ko:K12796	Tco_018750
ko:K00252	Tco_018752
ko:K12841	Tco_018754
ko:K05038	Tco_018755
ko:K17541	Tco_018757
ko:K06107	Tco_018759
ko:K14570	Tco_018760
ko:K00078	Tco_018762
ko:K08134	Tco_018764
ko:K19606	Tco_018764
ko:K05463	Tco_018768
ko:K19495	Tco_018768
ko:K20705	Tco_018770
ko:K19730	Tco_018772
ko:K08764	Tco_018774
ko:K06672	Tco_018775
ko:K11135	Tco_018776
ko:K06631	Tco_018777
ko:K00432	Tco_018778
ko:K04506	Tco_018779
ko:K02222	Tco_018780
ko:K13293	Tco_018789
ko:K13293	Tco_018792
ko:K13963	Tco_018793
ko:K19599	Tco_018796
ko:K00586	Tco_018799
ko:K08892	Tco_018800
ko:K08892	Tco_018801
ko:K08892	Tco_018802
ko:K08892	Tco_018803
ko:K08892	Tco_018804
ko:K01053	Tco_018805
ko:K10739	Tco_018806
ko:K01895	Tco_018807
ko:K10878	Tco_018808
ko:K04194	Tco_018813
ko:K08378	Tco_018813
ko:K05704	Tco_018814
ko:K15277	Tco_018815
ko:K06067	Tco_018816
ko:K16524	Tco_018817
ko:K09564	Tco_018818
ko:K03938	Tco_018819
ko:K19750	Tco_018820
ko:K05857	Tco_018822
ko:K05857	Tco_018823
ko:K05857	Tco_018824
ko:K15370	Tco_018824
ko:K03440	Tco_018825
ko:K04825	Tco_018825
ko:K03440	Tco_018826
ko:K04825	Tco_018826
ko:K14191	Tco_018831
ko:K10631	Tco_018832
ko:K04384	Tco_018835
ko:K01104	Tco_018837
ko:K14995	Tco_018839
ko:K01835	Tco_018840
ko:K17770	Tco_018841
ko:K07819	Tco_018842
ko:K07820	Tco_018842
ko:K04416	Tco_018846
ko:K15149	Tco_018852
ko:K11840	Tco_018853
ko:K00876	Tco_018854
ko:K04402	Tco_018855
ko:K07883	Tco_018856
ko:K01080	Tco_018857
ko:K01080	Tco_018859
ko:K06515	Tco_018860
ko:K20196	Tco_018862
ko:K11095	Tco_018863
ko:K19036	Tco_018864
ko:K10570	Tco_018865
ko:K11404	Tco_018866
ko:K14554	Tco_018867
ko:K08855	Tco_018869
ko:K12114	Tco_018870
ko:K19489	Tco_018874
ko:K03575	Tco_018878
ko:K10656	Tco_018881
ko:K16536	Tco_018882
ko:K02970	Tco_018883
ko:K12472	Tco_018884
ko:K03013	Tco_018886
ko:K15281	Tco_018887
ko:K14403	Tco_018888
ko:K02835	Tco_018889
ko:K02870	Tco_018890
ko:K01784	Tco_018891
ko:K02175	Tco_018892
ko:K03766	Tco_018892
ko:K07819	Tco_018892
ko:K09664	Tco_018892
ko:K07819	Tco_018893
ko:K07819	Tco_018894
ko:K07820	Tco_018894
ko:K07819	Tco_018895
ko:K07820	Tco_018895
ko:K17199	Tco_018898
ko:K01464	Tco_018901
ko:K07528	Tco_018901
ko:K00432	Tco_018905
ko:K05361	Tco_018905
ko:K15707	Tco_018906
ko:K00432	Tco_018907
ko:K05361	Tco_018907
ko:K14709	Tco_018909
ko:K18343	Tco_018911
ko:K06095	Tco_018912
ko:K00281	Tco_018913
ko:K01411	Tco_018915
ko:K15304	Tco_018916
ko:K02949	Tco_018918
ko:K07827	Tco_018919
ko:K00128	Tco_018920
ko:K00129	Tco_018920
ko:K04513	Tco_018920
ko:K13348	Tco_018925
ko:K04615	Tco_018926
ko:K04615	Tco_018928
ko:K04615	Tco_018929
ko:K10692	Tco_018930
ko:K01581	Tco_018931
ko:K13198	Tco_018935
ko:K14942	Tco_018935
ko:K17843	Tco_018935
ko:K05637	Tco_018938
ko:K08104	Tco_018940
ko:K05655	Tco_018942
ko:K19752	Tco_018943
ko:K05641	Tco_018946
ko:K05643	Tco_018946
ko:K20526	Tco_018952
ko:K13149	Tco_018953
ko:K22071	Tco_018955
ko:K13155	Tco_018958
ko:K04438	Tco_018959
ko:K12598	Tco_018960
ko:K12598	Tco_018961
ko:K16487	Tco_018962
ko:K04679	Tco_018967
ko:K15691	Tco_018972
ko:K08341	Tco_018973
ko:K10435	Tco_018973
ko:K19721	Tco_018975
ko:K14165	Tco_018979
ko:K17614	Tco_018979
ko:K20279	Tco_018980
ko:K12310	Tco_018981
ko:K11876	Tco_018982
ko:K20465	Tco_018984
ko:K00944	Tco_018988
ko:K08342	Tco_018989
ko:K01027	Tco_018993
ko:K02084	Tco_018994
ko:K03363	Tco_018994
ko:K08288	Tco_018995
ko:K03951	Tco_019003
ko:K13115	Tco_019004
ko:K02148	Tco_019005
ko:K00772	Tco_019006
ko:K10278	Tco_019007
ko:K03138	Tco_019009
ko:K10291	Tco_019010
ko:K10769	Tco_019012
ko:K14312	Tco_019013
ko:K14073	Tco_019014
ko:K14075	Tco_019014
ko:K14073	Tco_019015
ko:K14075	Tco_019015
ko:K20280	Tco_019016
ko:K13202	Tco_019017
ko:K11291	Tco_019018
ko:K01527	Tco_019019
ko:K05283	Tco_019021
ko:K11298	Tco_019023
ko:K14971	Tco_019024
ko:K00972	Tco_019026
ko:K11861	Tco_019027
ko:K16833	Tco_019028
ko:K10307	Tco_019030
ko:K06172	Tco_019032
ko:K17336	Tco_019033
ko:K05677	Tco_019034
ko:K14018	Tco_019039
ko:K21437	Tco_019040
ko:K14709	Tco_019043
ko:K11886	Tco_019044
ko:K11805	Tco_019045
ko:K14720	Tco_019046
ko:K16747	Tco_019047
ko:K12475	Tco_019048
ko:K10885	Tco_019049
ko:K03250	Tco_019055
ko:K21598	Tco_019059
ko:K17589	Tco_019061
ko:K09270	Tco_019066
ko:K15015	Tco_019071
ko:K04239	Tco_019074
ko:K08375	Tco_019074
ko:K11271	Tco_019075
ko:K16719	Tco_019076
ko:K13344	Tco_019077
ko:K02993	Tco_019078
ko:K10688	Tco_019079
ko:K04885	Tco_019080
ko:K14830	Tco_019081
ko:K03237	Tco_019082
ko:K10461	Tco_019085
ko:K17613	Tco_019088
ko:K10643	Tco_019090
ko:K11865	Tco_019091
ko:K01758	Tco_019092
ko:K12184	Tco_019093
ko:K17046	Tco_019095
ko:K03872	Tco_019096
ko:K11975	Tco_019097
ko:K10808	Tco_019098
ko:K03843	Tco_019100
ko:K09407	Tco_019101
ko:K06085	Tco_019102
ko:K08106	Tco_019104
ko:K04345	Tco_019109
ko:K07883	Tco_019110
ko:K15720	Tco_019112
ko:K01889	Tco_019114
ko:K04372	Tco_019116
ko:K14807	Tco_019117
ko:K18752	Tco_019122
ko:K13937	Tco_019128
ko:K04593	Tco_019131
ko:K14825	Tco_019139
ko:K16531	Tco_019145
ko:K19383	Tco_019147
ko:K08488	Tco_019148
ko:K13813	Tco_019148
ko:K17585	Tco_019151
ko:K19872	Tco_019152
ko:K05360	Tco_019155
ko:K07883	Tco_019156
ko:K09613	Tco_019157
ko:K12387	Tco_019158
ko:K16771	Tco_019159
ko:K17499	Tco_019160
ko:K08875	Tco_019161
ko:K09200	Tco_019165
ko:K11427	Tco_019166
ko:K13194	Tco_019167
ko:K20703	Tco_019168
ko:K09507	Tco_019169
ko:K09511	Tco_019169
ko:K10258	Tco_019170
ko:K03962	Tco_019171
ko:K11364	Tco_019172
ko:K11658	Tco_019173
ko:K01414	Tco_019174
ko:K01392	Tco_019174
ko:K01393	Tco_019174
ko:K09666	Tco_019175
ko:K11877	Tco_019176
ko:K06225	Tco_019178
ko:K02969	Tco_019182
ko:K17086	Tco_019184
ko:K10305	Tco_019187
ko:K02268	Tco_019191
ko:K06515	Tco_019195
ko:K03128	Tco_019200
ko:K09268	Tco_019205
ko:K20100	Tco_019207
ko:K08026	Tco_019209
ko:K08026	Tco_019212
ko:K09209	Tco_019213
ko:K17495	Tco_019215
ko:K21852	Tco_019216
ko:K10249	Tco_019217
ko:K10247	Tco_019220
ko:K10250	Tco_019220
ko:K03963	Tco_019221
ko:K20877	Tco_019222
ko:K11092	Tco_019223
ko:K09397	Tco_019225
ko:K10589	Tco_019226
ko:K07941	Tco_019227
ko:K03028	Tco_019230
ko:K11108	Tco_019231
ko:K09606	Tco_019233
ko:K13279	Tco_019237
ko:K13862	Tco_019238
ko:K10657	Tco_019239
ko:K10658	Tco_019239
ko:K20042	Tco_019240
ko:K08287	Tco_019241
ko:K08841	Tco_019241
ko:K08842	Tco_019241
ko:K13525	Tco_019244
ko:K20776	Tco_019246
ko:K13862	Tco_019247
ko:K13199	Tco_019250
ko:K03754	Tco_019252
ko:K01881	Tco_019253
ko:K00654	Tco_019254
ko:K03506	Tco_019259
ko:K21424	Tco_019263
ko:K14611	Tco_019268
ko:K08856	Tco_019269
ko:K08366	Tco_019270
ko:K00710	Tco_019271
ko:K01409	Tco_019272
ko:K10721	Tco_019272
ko:K13411	Tco_019273
ko:K08653	Tco_019279
ko:K12616	Tco_019281
ko:K21198	Tco_019282
ko:K08574	Tco_019283
ko:K08575	Tco_019283
ko:K03174	Tco_019284
ko:K19530	Tco_019285
ko:K20175	Tco_019286
ko:K08869	Tco_019287
ko:K13117	Tco_019288
ko:K06115	Tco_019290
ko:K06115	Tco_019291
ko:K01298	Tco_019292
ko:K21415	Tco_019296
ko:K07847	Tco_019298
ko:K12040	Tco_019300
ko:K11974	Tco_019304
ko:K11974	Tco_019305
ko:K11974	Tco_019309
ko:K11974	Tco_019310
ko:K11974	Tco_019312
ko:K00750	Tco_019314
ko:K08469	Tco_019317
ko:K00565	Tco_019322
ko:K03163	Tco_019323
ko:K10183	Tco_019329
ko:K10185	Tco_019329
ko:K10183	Tco_019331
ko:K10185	Tco_019331
ko:K00721	Tco_019339
ko:K00411	Tco_019340
ko:K17419	Tco_019341
ko:K18411	Tco_019342
ko:K12897	Tco_019346
ko:K10049	Tco_019347
ko:K07834	Tco_019348
ko:K20408	Tco_019349
ko:K00019	Tco_019350
ko:K00061	Tco_019350
ko:K11154	Tco_019350
ko:K09050	Tco_019351
ko:K20307	Tco_019352
ko:K18588	Tco_019353
ko:K12828	Tco_019354
ko:K17233	Tco_019356
ko:K17233	Tco_019357
ko:K14406	Tco_019360
ko:K04567	Tco_019361
ko:K18342	Tco_019362
ko:K14050	Tco_019363
ko:K18409	Tco_019364
ko:K12593	Tco_019365
ko:K10275	Tco_019366
ko:K14165	Tco_019370
ko:K16759	Tco_019371
ko:K00485	Tco_019372
ko:K17341	Tco_019374
ko:K13510	Tco_019377
ko:K08489	Tco_019378
ko:K02098	Tco_019379
ko:K11415	Tco_019380
ko:K15279	Tco_019382
ko:K05931	Tco_019384
ko:K17595	Tco_019385
ko:K05215	Tco_019386
ko:K05215	Tco_019387
ko:K05216	Tco_019387
ko:K05218	Tco_019387
ko:K05219	Tco_019387
ko:K07877	Tco_019388
ko:K14437	Tco_019389
ko:K04681	Tco_019390
ko:K18207	Tco_019391
ko:K15440	Tco_019395
ko:K06816	Tco_019396
ko:K05293	Tco_019398
ko:K14824	Tco_019399
ko:K09414	Tco_019400
ko:K12864	Tco_019402
ko:K04448	Tco_019404
ko:K08741	Tco_019405
ko:K20649	Tco_019406
ko:K02603	Tco_019407
ko:K20053	Tco_019409
ko:K20053	Tco_019410
ko:K20053	Tco_019411
ko:K11647	Tco_019412
ko:K11647	Tco_019417
ko:K13138	Tco_019418
ko:K17888	Tco_019419
ko:K01599	Tco_019425
ko:K07819	Tco_019427
ko:K20655	Tco_019429
ko:K04416	Tco_019431
ko:K05236	Tco_019433
ko:K11268	Tco_019434
ko:K17043	Tco_019435
ko:K11343	Tco_019436
ko:K12486	Tco_019437
ko:K14798	Tco_019438
ko:K12303	Tco_019439
ko:K07739	Tco_019440
ko:K05030	Tco_019441
ko:K07414	Tco_019448
ko:K07417	Tco_019448
ko:K07418	Tco_019448
ko:K07419	Tco_019448
ko:K07422	Tco_019448
ko:K11147	Tco_019450
ko:K00940	Tco_019451
ko:K13216	Tco_019454
ko:K19355	Tco_019455
ko:K18703	Tco_019456
ko:K00710	Tco_019457
ko:K17432	Tco_019459
ko:K08811	Tco_019460
ko:K05633	Tco_019461
ko:K11883	Tco_019462
ko:K08360	Tco_019463
ko:K08851	Tco_019464
ko:K11147	Tco_019465
ko:K00222	Tco_019466
ko:K19532	Tco_019466
ko:K00222	Tco_019468
ko:K19532	Tco_019468
ko:K00222	Tco_019471
ko:K19532	Tco_019471
ko:K00222	Tco_019472
ko:K19532	Tco_019472
ko:K13355	Tco_019474
ko:K07001	Tco_019479
ko:K15477	Tco_019479
ko:K16638	Tco_019479
ko:K22075	Tco_019495
ko:K22399	Tco_019496
ko:K14620	Tco_019497
ko:K15305	Tco_019499
ko:K22077	Tco_019501
ko:K01872	Tco_019503
ko:K04585	Tco_019504
ko:K04586	Tco_019504
ko:K11451	Tco_019506
ko:K11455	Tco_019506
ko:K14445	Tco_019508
ko:K02906	Tco_019509
ko:K17560	Tco_019510
ko:K06626	Tco_019511
ko:K06971	Tco_019512
ko:K06530	Tco_019513
ko:K12581	Tco_019515
ko:K01273	Tco_019517
ko:K01273	Tco_019518
ko:K14401	Tco_019519
ko:K03217	Tco_019522
ko:K04577	Tco_019533
ko:K00710	Tco_019539
ko:K02731	Tco_019540
ko:K17458	Tco_019542
ko:K01409	Tco_019543
ko:K20294	Tco_019544
ko:K14445	Tco_019545
ko:K14445	Tco_019546
ko:K20283	Tco_019550
ko:K17044	Tco_019561
ko:K10582	Tco_019562
ko:K01988	Tco_019563
ko:K05719	Tco_019564
ko:K09640	Tco_019565
ko:K09640	Tco_019566
ko:K01344	Tco_019568
ko:K01323	Tco_019569
ko:K09640	Tco_019570
ko:K05695	Tco_019571
ko:K19599	Tco_019571
ko:K17531	Tco_019572
ko:K22204	Tco_019573
ko:K05719	Tco_019574
ko:K05719	Tco_019578
ko:K05719	Tco_019579
ko:K05719	Tco_019580
ko:K01317	Tco_019581
ko:K09640	Tco_019581
ko:K20656	Tco_019582
ko:K03979	Tco_019583
ko:K18953	Tco_019584
ko:K11368	Tco_019585
ko:K12607	Tco_019586
ko:K12860	Tco_019587
ko:K12035	Tco_019588
ko:K02212	Tco_019589
ko:K00645	Tco_019590
ko:K10898	Tco_019592
ko:K03783	Tco_019593
ko:K00799	Tco_019594
ko:K02377	Tco_019595
ko:K00799	Tco_019596
ko:K00799	Tco_019597
ko:K00799	Tco_019598
ko:K00799	Tco_019599
ko:K00799	Tco_019600
ko:K00799	Tco_019601
ko:K00799	Tco_019602
ko:K00799	Tco_019603
ko:K00799	Tco_019604
ko:K00799	Tco_019605
ko:K14455	Tco_019606
ko:K04988	Tco_019608
ko:K07847	Tco_019609
ko:K03097	Tco_019610
ko:K10416	Tco_019611
ko:K10734	Tco_019612
ko:K10636	Tco_019613
ko:K12668	Tco_019614
ko:K11320	Tco_019615
ko:K01530	Tco_019616
ko:K04988	Tco_019617
ko:K04989	Tco_019617
ko:K07418	Tco_019620
ko:K07418	Tco_019621
ko:K07418	Tco_019622
ko:K07418	Tco_019623
ko:K07418	Tco_019624
ko:K07418	Tco_019627
ko:K07418	Tco_019628
ko:K07418	Tco_019630
ko:K07418	Tco_019631
ko:K07418	Tco_019632
ko:K07304	Tco_019635
ko:K02437	Tco_019637
ko:K13868	Tco_019639
ko:K06767	Tco_019663
ko:K00889	Tco_019664
ko:K20064	Tco_019665
ko:K03954	Tco_019670
ko:K15167	Tco_019672
ko:K12571	Tco_019673
ko:K00079	Tco_019676
ko:K00079	Tco_019677
ko:K03900	Tco_019678
ko:K08804	Tco_019679
ko:K06767	Tco_019684
ko:K06768	Tco_019684
ko:K16353	Tco_019684
ko:K06767	Tco_019687
ko:K06768	Tco_019687
ko:K16353	Tco_019687
ko:K06767	Tco_019688
ko:K06768	Tco_019688
ko:K16353	Tco_019688
ko:K00731	Tco_019689
ko:K07374	Tco_019694
ko:K08864	Tco_019695
ko:K00058	Tco_019698
ko:K03965	Tco_019703
ko:K03248	Tco_019704
ko:K10888	Tco_019705
ko:K02608	Tco_019706
ko:K18468	Tco_019707
ko:K19942	Tco_019709
ko:K17796	Tco_019710
ko:K10582	Tco_019711
ko:K19362	Tco_019711
ko:K17257	Tco_019712
ko:K05661	Tco_019713
ko:K05663	Tco_019713
ko:K12654	Tco_019714
ko:K12852	Tco_019715
ko:K09069	Tco_019717
ko:K14827	Tco_019718
ko:K17509	Tco_019720
ko:K07190	Tco_019721
ko:K12818	Tco_019724
ko:K06062	Tco_019725
ko:K09640	Tco_019727
ko:K14616	Tco_019728
ko:K02961	Tco_019730
ko:K11504	Tco_019731
ko:K12835	Tco_019733
ko:K21775	Tco_019735
ko:K12604	Tco_019737
ko:K18470	Tco_019738
ko:K20411	Tco_019738
ko:K20633	Tco_019738
ko:K02330	Tco_019739
ko:K19919	Tco_019740
ko:K19919	Tco_019741
ko:K20412	Tco_019741
ko:K19919	Tco_019742
ko:K20412	Tco_019742
ko:K19919	Tco_019744
ko:K20412	Tco_019744
ko:K19919	Tco_019745
ko:K20412	Tco_019745
ko:K19919	Tco_019746
ko:K22288	Tco_019747
ko:K05048	Tco_019749
ko:K09399	Tco_019750
ko:K09396	Tco_019753
ko:K09396	Tco_019761
ko:K09405	Tco_019761
ko:K01711	Tco_019762
ko:K05619	Tco_019763
ko:K05619	Tco_019765
ko:K06483	Tco_019785
ko:K06585	Tco_019785
ko:K07200	Tco_019786
ko:K20346	Tco_019786
ko:K02135	Tco_019791
ko:K06483	Tco_019793
ko:K06585	Tco_019793
ko:K08045	Tco_019797
ko:K08046	Tco_019797
ko:K06767	Tco_019802
ko:K16804	Tco_019811
ko:K16804	Tco_019812
ko:K07466	Tco_019818
ko:K04577	Tco_019822
ko:K03036	Tco_019823
ko:K11716	Tco_019833
ko:K02875	Tco_019835
ko:K00102	Tco_019836
ko:K04487	Tco_019838
ko:K12196	Tco_019839
ko:K07937	Tco_019840
ko:K13206	Tco_019841
ko:K10162	Tco_019845
ko:K07435	Tco_019846
ko:K11394	Tco_019849
ko:K09378	Tco_019860
ko:K09380	Tco_019860
ko:K20409	Tco_019887
ko:K04534	Tco_019889
ko:K04534	Tco_019890
ko:K12197	Tco_019898
ko:K09884	Tco_019899
ko:K20168	Tco_019900
ko:K18163	Tco_019904
ko:K09219	Tco_019927
ko:K14397	Tco_019931
ko:K16315	Tco_019933
ko:K01596	Tco_019934
ko:K17391	Tco_019935
ko:K06185	Tco_019938
ko:K01847	Tco_019939
