KOG	Genes
T	Tco_020140
G	Tco_020163
C	Tco_020170
O	Tco_020171
S	Tco_020173
S	Tco_020174
I	Tco_020176
L	Tco_020177
L	Tco_020180
S	Tco_020181
E	Tco_020182
E	Tco_020183
O	Tco_020184
T	Tco_020185
A	Tco_020187
S	Tco_020189
S	Tco_020190
Z	Tco_020191
T	Tco_020192
M	Tco_020193
Q	Tco_020196
F	Tco_020197
Q	Tco_020200
L	Tco_020201
O	Tco_020201
U	Tco_020202
P	Tco_020203
P	Tco_020204
S	Tco_020205
I	Tco_020206
O	Tco_020207
S	Tco_020208
W	Tco_020211
I	Tco_020221
T	Tco_020227
T	Tco_020228
T	Tco_020229
T	Tco_020230
S	Tco_020233
T	Tco_020235
T	Tco_020237
MZ	Tco_020240
Q	Tco_020241
O	Tco_020242
T	Tco_020244
S	Tco_020245
K	Tco_020248
S	Tco_020254
S	Tco_020258
K	Tco_020260
K	Tco_020265
K	Tco_020268
E	Tco_020272
A	Tco_020276
O	Tco_020278
O	Tco_020279
U	Tco_020281
S	Tco_020288
S	Tco_020289
S	Tco_020295
S	Tco_020296
T	Tco_020297
S	Tco_020300
G	Tco_020302
G	Tco_020305
S	Tco_020308
VW	Tco_020313
T	Tco_020317
T	Tco_020318
B	Tco_020319
S	Tco_020323
T	Tco_020324
VW	Tco_020325
OT	Tco_020329
VW	Tco_020333
S	Tco_020334
D	Tco_020336
U	Tco_020337
TZ	Tco_020338
L	Tco_020340
S	Tco_020341
C	Tco_020348
T	Tco_020349
S	Tco_020352
T	Tco_020354
FP	Tco_020358
T	Tco_020365
Z	Tco_020368
T	Tco_020373
O	Tco_020377
O	Tco_020381
BD	Tco_020388
S	Tco_020394
L	Tco_020397
S	Tco_020399
TZ	Tco_020405
S	Tco_020407
T	Tco_020408
N	Tco_020409
N	Tco_020410
K	Tco_020411
S	Tco_020412
S	Tco_020413
S	Tco_020416
T	Tco_020417
A	Tco_020420
EO	Tco_020427
FP	Tco_020430
FP	Tco_020431
L	Tco_020432
FP	Tco_020433
A	Tco_020434
O	Tco_020435
L	Tco_020439
L	Tco_020447
E	Tco_020481
CH	Tco_020493
OU	Tco_020494
L	Tco_020509
L	Tco_020528
L	Tco_020529
L	Tco_020534
L	Tco_020571
S	Tco_020585
C	Tco_020600
S	Tco_020602
L	Tco_020616
L	Tco_020620
S	Tco_020644
L	Tco_020656
C	Tco_020657
L	Tco_020669
L	Tco_020696
C	Tco_020709
L	Tco_020717
L	Tco_020718
S	Tco_020736
O	Tco_020748
C	Tco_020754
O	Tco_020771
BD	Tco_020774
O	Tco_020779
L	Tco_020785
S	Tco_020803
I	Tco_020804
L	Tco_020820
S	Tco_020840
L	Tco_020847
BD	Tco_020880
L	Tco_020892
S	Tco_020898
L	Tco_020899
S	Tco_020907
S	Tco_020945
S	Tco_020948
J	Tco_020963
J	Tco_020964
L	Tco_020973
L	Tco_020995
L	Tco_020996
S	Tco_021013
L	Tco_021028
L	Tco_021100
S	Tco_021102
S	Tco_021109
B	Tco_021129
J	Tco_021130
A	Tco_021132
S	Tco_021135
U	Tco_021139
TZ	Tco_021140
MW	Tco_021141
IQ	Tco_021143
L	Tco_021146
S	Tco_021146
H	Tco_021147
BD	Tco_021148
S	Tco_021150
S	Tco_021151
S	Tco_021153
U	Tco_021154
W	Tco_021156
K	Tco_021158
K	Tco_021159
L	Tco_021160
S	Tco_021161
K	Tco_021163
S	Tco_021164
O	Tco_021165
S	Tco_021166
E	Tco_021167
D	Tco_021168
Q	Tco_021169
L	Tco_021170
T	Tco_021171
U	Tco_021172
S	Tco_021176
S	Tco_021178
G	Tco_021180
S	Tco_021181
G	Tco_021182
L	Tco_021184
L	Tco_021188
G	Tco_021189
E	Tco_021190
T	Tco_021192
T	Tco_021193
L	Tco_021199
T	Tco_021201
Z	Tco_021201
I	Tco_021203
S	Tco_021205
L	Tco_021206
S	Tco_021208
S	Tco_021213
S	Tco_021216
C	Tco_021216
S	Tco_021218
P	Tco_021219
BD	Tco_021220
S	Tco_021224
J	Tco_021228
S	Tco_021229
S	Tco_021230
S	Tco_021232
S	Tco_021235
BD	Tco_021237
MW	Tco_021238
S	Tco_021239
CH	Tco_021241
L	Tco_021242
P	Tco_021245
S	Tco_021248
S	Tco_021249
L	Tco_021250
S	Tco_021251
S	Tco_021252
K	Tco_021255
S	Tco_021257
O	Tco_021258
O	Tco_021259
T	Tco_021261
G	Tco_021262
S	Tco_021264
B	Tco_021265
S	Tco_021270
S	Tco_021271
B	Tco_021273
G	Tco_021276
J	Tco_021278
L	Tco_021279
S	Tco_021280
S	Tco_021282
G	Tco_021283
S	Tco_021285
S	Tco_021289
S	Tco_021290
L	Tco_021292
S	Tco_021293
S	Tco_021294
L	Tco_021296
B	Tco_021298
S	Tco_021299
S	Tco_021300
S	Tco_021301
L	Tco_021302
S	Tco_021303
T	Tco_021305
K	Tco_021306
S	Tco_021307
S	Tco_021308
L	Tco_021310
S	Tco_021312
S	Tco_021314
CH	Tco_021315
L	Tco_021316
J	Tco_021318
S	Tco_021320
S	Tco_021321
T	Tco_021324
S	Tco_021327
M	Tco_021330
G	Tco_021332
T	Tco_021333
G	Tco_021336
S	Tco_021344
S	Tco_021345
S	Tco_021347
S	Tco_021348
S	Tco_021349
O	Tco_021350
P	Tco_021355
O	Tco_021357
S	Tco_021357
S	Tco_021359
BD	Tco_021360
T	Tco_021363
I	Tco_021364
G	Tco_021365
S	Tco_021366
S	Tco_021370
S	Tco_021371
T	Tco_021372
S	Tco_021373
T	Tco_021374
S	Tco_021376
V	Tco_021378
T	Tco_021379
S	Tco_021383
G	Tco_021385
S	Tco_021386
T	Tco_021387
S	Tco_021389
L	Tco_021396
L	Tco_021398
T	Tco_021400
IT	Tco_021404
S	Tco_021405
S	Tco_021406
K	Tco_021407
S	Tco_021411
G	Tco_021412
S	Tco_021419
S	Tco_021420
T	Tco_021421
S	Tco_021424
T	Tco_021426
S	Tco_021427
O	Tco_021433
S	Tco_021434
L	Tco_021435
S	Tco_021438
S	Tco_021441
T	Tco_021442
S	Tco_021447
L	Tco_021448
S	Tco_021450
S	Tco_021452
S	Tco_021453
S	Tco_021455
K	Tco_021459
L	Tco_021460
EPT	Tco_021462
T	Tco_021463
U	Tco_021465
S	Tco_021466
S	Tco_021468
T	Tco_021470
S	Tco_021475
S	Tco_021476
BD	Tco_021477
S	Tco_021478
S	Tco_021479
T	Tco_021480
B	Tco_021481
P	Tco_021482
L	Tco_021484
S	Tco_021487
E	Tco_021488
L	Tco_021489
S	Tco_021490
L	Tco_021494
L	Tco_021495
L	Tco_021496
K	Tco_021498
S	Tco_021502
L	Tco_021503
S	Tco_021504
L	Tco_021505
L	Tco_021506
K	Tco_021507
L	Tco_021508
L	Tco_021510
S	Tco_021513
S	Tco_021514
B	Tco_021517
B	Tco_021518
S	Tco_021519
L	Tco_021520
T	Tco_021524
L	Tco_021527
A	Tco_021529
L	Tco_021531
S	Tco_021533
T	Tco_021537
S	Tco_021540
OU	Tco_021544
T	Tco_021546
P	Tco_021547
T	Tco_021548
S	Tco_021549
Q	Tco_021550
T	Tco_021553
T	Tco_021554
P	Tco_021555
BD	Tco_021556
A	Tco_021557
B	Tco_021559
G	Tco_021562
S	Tco_021565
S	Tco_021566
L	Tco_021567
A	Tco_021568
S	Tco_021573
S	Tco_021574
E	Tco_021575
O	Tco_021576
S	Tco_021580
S	Tco_021582
S	Tco_021584
E	Tco_021585
S	Tco_021586
S	Tco_021588
S	Tco_021591
L	Tco_021593
L	Tco_021594
S	Tco_021597
O	Tco_021601
S	Tco_021603
S	Tco_021604
S	Tco_021605
S	Tco_021607
S	Tco_021608
K	Tco_021610
S	Tco_021610
S	Tco_021612
K	Tco_021613
T	Tco_021616
S	Tco_021617
O	Tco_021619
OU	Tco_021621
BD	Tco_021623
S	Tco_021626
M	Tco_021629
S	Tco_021630
T	Tco_021631
T	Tco_021632
S	Tco_021634
K	Tco_021636
S	Tco_021638
S	Tco_021639
S	Tco_021643
S	Tco_021649
S	Tco_021651
E	Tco_021655
S	Tco_021656
S	Tco_021657
S	Tco_021659
S	Tco_021660
T	Tco_021668
L	Tco_021669
BD	Tco_021670
S	Tco_021673
S	Tco_021674
S	Tco_021676
S	Tco_021677
L	Tco_021679
S	Tco_021682
T	Tco_021683
T	Tco_021684
T	Tco_021685
S	Tco_021687
G	Tco_021688
L	Tco_021689
A	Tco_021692
T	Tco_021693
S	Tco_021693
S	Tco_021694
VW	Tco_021695
S	Tco_021697
S	Tco_021698
S	Tco_021700
S	Tco_021701
S	Tco_021703
L	Tco_021704
S	Tco_021706
T	Tco_021707
