KEGG	Genes
ko00521	Tco_018840
ko01100	Tco_018840
ko01110	Tco_018840
ko01120	Tco_018840
ko01130	Tco_018840
ko00601	Tco_018842
ko01100	Tco_018842
ko04010	Tco_018846
ko04120	Tco_018846
ko04530	Tco_018846
ko04622	Tco_018846
ko04722	Tco_018846
ko04912	Tco_018846
ko05161	Tco_018846
ko05166	Tco_018846
ko00240	Tco_018854
ko00983	Tco_018854
ko01100	Tco_018854
ko04010	Tco_018855
ko04068	Tco_018855
ko04110	Tco_018855
ko04115	Tco_018855
ko04210	Tco_018855
ko04218	Tco_018855
ko05200	Tco_018855
ko05202	Tco_018855
ko05210	Tco_018855
ko05212	Tco_018855
ko05213	Tco_018855
ko05214	Tco_018855
ko05216	Tco_018855
ko05217	Tco_018855
ko05218	Tco_018855
ko05220	Tco_018855
ko05222	Tco_018855
ko05223	Tco_018855
ko05224	Tco_018855
ko05225	Tco_018855
ko05226	Tco_018855
ko00561	Tco_018857
ko00564	Tco_018857
ko00565	Tco_018857
ko00600	Tco_018857
ko01100	Tco_018857
ko01110	Tco_018857
ko04072	Tco_018857
ko04666	Tco_018857
ko04975	Tco_018857
ko05231	Tco_018857
ko00561	Tco_018859
ko00564	Tco_018859
ko00565	Tco_018859
ko00600	Tco_018859
ko01100	Tco_018859
ko01110	Tco_018859
ko04072	Tco_018859
ko04666	Tco_018859
ko04975	Tco_018859
ko05231	Tco_018859
ko05231	Tco_018860
ko03040	Tco_018863
ko03420	Tco_018865
ko04120	Tco_018865
ko04919	Tco_018866
ko05034	Tco_018866
ko05165	Tco_018866
ko05203	Tco_018866
ko03008	Tco_018867
ko04711	Tco_018870
ko03410	Tco_018878
ko03010	Tco_018883
ko04144	Tco_018884
ko00230	Tco_018886
ko00240	Tco_018886
ko01100	Tco_018886
ko03020	Tco_018886
ko04623	Tco_018886
ko05016	Tco_018886
ko05169	Tco_018886
ko03015	Tco_018888
ko03010	Tco_018890
ko00052	Tco_018891
ko00520	Tco_018891
ko01100	Tco_018891
ko00533	Tco_018892
ko00601	Tco_018892
ko01100	Tco_018892
ko04320	Tco_018892
ko00601	Tco_018893
ko01100	Tco_018893
ko00601	Tco_018894
ko01100	Tco_018894
ko00601	Tco_018895
ko01100	Tco_018895
ko00240	Tco_018901
ko00410	Tco_018901
ko00770	Tco_018901
ko00983	Tco_018901
ko01100	Tco_018901
ko04360	Tco_018901
ko00480	Tco_018905
ko00590	Tco_018905
ko04216	Tco_018905
ko04918	Tco_018905
ko00480	Tco_018907
ko00590	Tco_018907
ko04216	Tco_018907
ko04918	Tco_018907
ko04391	Tco_018912
ko04530	Tco_018912
ko00260	Tco_018913
ko00630	Tco_018913
ko01100	Tco_018913
ko01110	Tco_018913
ko01130	Tco_018913
ko01200	Tco_018913
ko05166	Tco_018916
ko03010	Tco_018918
ko01521	Tco_018919
ko01522	Tco_018919
ko04010	Tco_018919
ko04012	Tco_018919
ko04013	Tco_018919
ko04014	Tco_018919
ko04015	Tco_018919
ko04062	Tco_018919
ko04068	Tco_018919
ko04071	Tco_018919
ko04072	Tco_018919
ko04137	Tco_018919
ko04138	Tco_018919
ko04140	Tco_018919
ko04150	Tco_018919
ko04151	Tco_018919
ko04210	Tco_018919
ko04211	Tco_018919
ko04213	Tco_018919
ko04214	Tco_018919
ko04218	Tco_018919
ko04320	Tco_018919
ko04360	Tco_018919
ko04370	Tco_018919
ko04371	Tco_018919
ko04540	Tco_018919
ko04550	Tco_018919
ko04650	Tco_018919
ko04660	Tco_018919
ko04662	Tco_018919
ko04664	Tco_018919
ko04714	Tco_018919
ko04720	Tco_018919
ko04722	Tco_018919
ko04725	Tco_018919
ko04726	Tco_018919
ko04730	Tco_018919
ko04810	Tco_018919
ko04910	Tco_018919
ko04912	Tco_018919
ko04914	Tco_018919
ko04915	Tco_018919
ko04916	Tco_018919
ko04917	Tco_018919
ko04919	Tco_018919
ko04921	Tco_018919
ko04926	Tco_018919
ko04933	Tco_018919
ko04960	Tco_018919
ko05034	Tco_018919
ko05160	Tco_018919
ko05161	Tco_018919
ko05165	Tco_018919
ko05166	Tco_018919
ko05167	Tco_018919
ko05200	Tco_018919
ko05203	Tco_018919
ko05205	Tco_018919
ko05206	Tco_018919
ko05210	Tco_018919
ko05211	Tco_018919
ko05212	Tco_018919
ko05213	Tco_018919
ko05214	Tco_018919
ko05215	Tco_018919
ko05216	Tco_018919
ko05218	Tco_018919
ko05219	Tco_018919
ko05220	Tco_018919
ko05221	Tco_018919
ko05223	Tco_018919
ko05224	Tco_018919
ko05225	Tco_018919
ko05226	Tco_018919
ko05230	Tco_018919
ko05231	Tco_018919
ko00010	Tco_018920
ko00053	Tco_018920
ko00071	Tco_018920
ko00280	Tco_018920
ko00310	Tco_018920
ko00330	Tco_018920
ko00340	Tco_018920
ko00350	Tco_018920
ko00360	Tco_018920
ko00380	Tco_018920
ko00410	Tco_018920
ko00561	Tco_018920
ko00620	Tco_018920
ko00625	Tco_018920
ko00903	Tco_018920
ko00980	Tco_018920
ko00981	Tco_018920
ko00982	Tco_018920
ko01100	Tco_018920
ko01110	Tco_018920
ko01120	Tco_018920
ko01130	Tco_018920
ko04011	Tco_018920
ko04014	Tco_018920
ko04015	Tco_018920
ko04022	Tco_018920
ko04024	Tco_018920
ko04062	Tco_018920
ko04071	Tco_018920
ko04072	Tco_018920
ko04144	Tco_018920
ko04150	Tco_018920
ko04270	Tco_018920
ko04310	Tco_018920
ko04350	Tco_018920
ko04360	Tco_018920
ko04510	Tco_018920
ko04520	Tco_018920
ko04530	Tco_018920
ko04611	Tco_018920
ko04621	Tco_018920
ko04660	Tco_018920
ko04670	Tco_018920
ko04722	Tco_018920
ko04810	Tco_018920
ko04921	Tco_018920
ko04972	Tco_018920
ko05100	Tco_018920
ko05130	Tco_018920
ko05133	Tco_018920
ko05152	Tco_018920
ko05200	Tco_018920
ko05203	Tco_018920
ko05204	Tco_018920
ko05205	Tco_018920
ko05206	Tco_018920
ko05210	Tco_018920
ko05418	Tco_018920
ko04146	Tco_018925
ko04024	Tco_018926
ko04080	Tco_018926
ko04727	Tco_018926
ko04742	Tco_018926
ko04915	Tco_018926
ko05032	Tco_018926
ko04024	Tco_018928
ko04080	Tco_018928
ko04727	Tco_018928
ko04742	Tco_018928
ko04915	Tco_018928
ko05032	Tco_018928
ko04024	Tco_018929
ko04080	Tco_018929
ko04727	Tco_018929
ko04742	Tco_018929
ko04915	Tco_018929
ko05032	Tco_018929
ko00330	Tco_018931
ko00480	Tco_018931
ko01100	Tco_018931
ko01110	Tco_018931
ko01130	Tco_018931
ko04151	Tco_018938
ko04510	Tco_018938
ko04512	Tco_018938
ko05145	Tco_018938
ko05146	Tco_018938
ko05165	Tco_018938
ko05200	Tco_018938
ko05222	Tco_018938
ko00534	Tco_018940
ko02010	Tco_018942
ko02010	Tco_018946
ko04975	Tco_018946
ko04979	Tco_018946
ko04010	Tco_018959
ko04012	Tco_018959
ko04015	Tco_018959
ko04062	Tco_018959
ko04510	Tco_018959
ko04666	Tco_018959
ko04722	Tco_018959
ko04810	Tco_018959
ko04910	Tco_018959
ko05100	Tco_018959
ko05131	Tco_018959
ko05200	Tco_018959
ko05206	Tco_018959
ko05211	Tco_018959
ko05220	Tco_018959
ko03018	Tco_018960
ko03018	Tco_018961
ko04144	Tco_018967
ko04350	Tco_018967
ko04068	Tco_018973
ko04136	Tco_018973
ko04137	Tco_018973
ko04138	Tco_018973
ko04139	Tco_018973
ko04140	Tco_018973
ko04212	Tco_018973
ko04216	Tco_018973
ko04371	Tco_018973
ko04621	Tco_018973
ko04727	Tco_018973
ko05167	Tco_018973
ko04974	Tco_018975
ko04010	Tco_018979
ko00562	Tco_018980
ko01100	Tco_018980
ko04070	Tco_018980
ko00230	Tco_018988
ko01110	Tco_018988
ko01130	Tco_018988
ko04136	Tco_018989
ko04138	Tco_018989
ko04140	Tco_018989
ko00072	Tco_018993
ko00280	Tco_018993
ko00650	Tco_018993
ko01524	Tco_018994
ko04110	Tco_018994
ko04111	Tco_018994
ko04113	Tco_018994
ko04114	Tco_018994
ko04115	Tco_018994
ko04120	Tco_018994
ko04210	Tco_018994
ko04214	Tco_018994
ko04215	Tco_018994
ko05010	Tco_018994
ko05012	Tco_018994
ko05014	Tco_018994
ko05016	Tco_018994
ko05134	Tco_018994
ko05152	Tco_018994
ko05161	Tco_018994
ko05166	Tco_018994
ko05200	Tco_018994
ko05203	Tco_018994
ko05222	Tco_018994
ko04141	Tco_018995
ko00190	Tco_019003
ko01100	Tco_019003
ko04714	Tco_019003
ko04723	Tco_019003
ko04932	Tco_019003
ko05010	Tco_019003
ko05012	Tco_019003
ko05016	Tco_019003
ko00190	Tco_019005
ko01100	Tco_019005
ko04145	Tco_019005
ko04150	Tco_019005
ko04721	Tco_019005
ko04966	Tco_019005
ko05110	Tco_019005
ko05120	Tco_019005
ko05323	Tco_019005
ko00270	Tco_019006
ko01100	Tco_019006
ko03022	Tco_019009
ko04120	Tco_019010
ko03013	Tco_019013
ko00561	Tco_019014
ko01100	Tco_019014
ko04972	Tco_019014
ko04975	Tco_019014
ko04977	Tco_019014
ko00561	Tco_019015
ko01100	Tco_019015
ko04972	Tco_019015
ko04975	Tco_019015
ko04977	Tco_019015
ko04214	Tco_019019
ko00563	Tco_019021
ko01100	Tco_019021
ko00520	Tco_019026
ko01100	Tco_019026
ko01130	Tco_019026
ko04330	Tco_019032
ko05010	Tco_019032
ko02010	Tco_019034
ko04146	Tco_019034
ko04141	Tco_019039
ko04216	Tco_019046
ko04144	Tco_019048
ko03450	Tco_019049
ko03013	Tco_019055
ko05160	Tco_019055
ko04140	Tco_019061
ko04211	Tco_019061
ko04721	Tco_019071
ko04723	Tco_019071
ko04727	Tco_019071
ko05032	Tco_019071
ko05033	Tco_019071
ko04080	Tco_019074
ko04146	Tco_019077
ko03010	Tco_019078
ko04120	Tco_019079
ko03013	Tco_019082
ko04138	Tco_019082
ko04140	Tco_019082
ko04141	Tco_019082
ko04210	Tco_019082
ko04932	Tco_019082
ko05160	Tco_019082
ko05162	Tco_019082
ko05164	Tco_019082
ko05168	Tco_019082
ko03018	Tco_019090
ko00260	Tco_019092
ko00270	Tco_019092
ko00450	Tco_019092
ko01100	Tco_019092
ko01130	Tco_019092
ko01230	Tco_019092
ko04144	Tco_019093
ko04066	Tco_019096
ko04120	Tco_019096
ko05200	Tco_019096
ko05211	Tco_019096
ko00230	Tco_019098
ko00240	Tco_019098
ko00480	Tco_019098
ko00983	Tco_019098
ko01100	Tco_019098
ko04115	Tco_019098
ko00510	Tco_019100
ko00513	Tco_019100
ko01100	Tco_019100
ko04520	Tco_019102
ko00532	Tco_019104
ko01522	Tco_019109
ko04010	Tco_019109
ko04014	Tco_019109
ko04020	Tco_019109
ko04024	Tco_019109
ko04062	Tco_019109
ko04113	Tco_019109
ko04114	Tco_019109
ko04138	Tco_019109
ko04140	Tco_019109
ko04211	Tco_019109
ko04213	Tco_019109
ko04261	Tco_019109
ko04270	Tco_019109
ko04310	Tco_019109
ko04340	Tco_019109
ko04341	Tco_019109
ko04371	Tco_019109
ko04530	Tco_019109
ko04540	Tco_019109
ko04611	Tco_019109
ko04713	Tco_019109
ko04714	Tco_019109
ko04720	Tco_019109
ko04723	Tco_019109
ko04724	Tco_019109
ko04725	Tco_019109
ko04726	Tco_019109
ko04727	Tco_019109
ko04728	Tco_019109
ko04740	Tco_019109
ko04742	Tco_019109
ko04750	Tco_019109
ko04910	Tco_019109
ko04911	Tco_019109
ko04912	Tco_019109
ko04913	Tco_019109
ko04914	Tco_019109
ko04915	Tco_019109
ko04916	Tco_019109
ko04918	Tco_019109
ko04919	Tco_019109
ko04921	Tco_019109
ko04922	Tco_019109
ko04923	Tco_019109
ko04924	Tco_019109
ko04925	Tco_019109
ko04926	Tco_019109
ko04927	Tco_019109
ko04934	Tco_019109
ko04961	Tco_019109
ko04962	Tco_019109
ko04970	Tco_019109
ko04971	Tco_019109
ko04976	Tco_019109
ko05012	Tco_019109
ko05020	Tco_019109
ko05030	Tco_019109
ko05031	Tco_019109
ko05032	Tco_019109
ko05110	Tco_019109
ko05146	Tco_019109
ko05165	Tco_019109
ko05166	Tco_019109
ko05169	Tco_019109
ko05200	Tco_019109
ko05203	Tco_019109
ko05205	Tco_019109
ko05414	Tco_019109
ko00970	Tco_019114
ko04010	Tco_019116
ko04066	Tco_019116
ko04910	Tco_019116
ko00030	Tco_019128
ko01100	Tco_019128
ko01110	Tco_019128
ko01200	Tco_019128
ko04350	Tco_019147
ko04130	Tco_019148
ko04145	Tco_019148
ko00515	Tco_019152
ko01100	Tco_019152
ko00480	Tco_019155
ko04142	Tco_019158
ko00310	Tco_019166
ko05202	Tco_019166
ko04217	Tco_019168
ko04624	Tco_019168
ko04141	Tco_019169
ko05164	Tco_019169
ko00062	Tco_019170
ko01040	Tco_019170
ko01110	Tco_019170
ko01212	Tco_019170
ko00190	Tco_019171
ko01100	Tco_019171
ko04714	Tco_019171
ko04723	Tco_019171
ko04932	Tco_019171
ko05010	Tco_019171
ko05012	Tco_019171
ko05016	Tco_019171
ko04614	Tco_019174
ko05143	Tco_019174
ko00515	Tco_019175
ko01100	Tco_019175
ko04024	Tco_019178
ko04340	Tco_019178
ko04341	Tco_019178
ko04360	Tco_019178
ko05200	Tco_019178
ko05205	Tco_019178
ko05217	Tco_019178
ko03010	Tco_019182
ko04068	Tco_019187
ko00190	Tco_019191
ko01100	Tco_019191
ko04260	Tco_019191
ko04714	Tco_019191
ko04932	Tco_019191
ko05010	Tco_019191
ko05012	Tco_019191
ko05016	Tco_019191
ko05231	Tco_019195
ko03022	Tco_019200
ko04550	Tco_019209
ko04950	Tco_019209
ko04550	Tco_019212
ko04950	Tco_019212
ko00062	Tco_019217
ko01110	Tco_019217
ko00062	Tco_019220
ko01110	Tco_019220
ko00190	Tco_019221
ko01100	Tco_019221
ko04714	Tco_019221
ko04723	Tco_019221
ko04932	Tco_019221
ko05010	Tco_019221
ko05012	Tco_019221
ko05016	Tco_019221
ko03040	Tco_019223
ko04120	Tco_019226
ko04014	Tco_019227
ko04072	Tco_019227
ko04144	Tco_019227
ko04666	Tco_019227
ko03050	Tco_019230
ko05169	Tco_019230
ko03008	Tco_019231
ko04146	Tco_019237
ko04141	Tco_019244
ko05134	Tco_019244
ko03440	Tco_019246
ko03013	Tco_019252
ko00970	Tco_019253
ko00600	Tco_019254
ko01100	Tco_019254
ko04071	Tco_019254
ko04138	Tco_019254
ko00230	Tco_019259
ko00240	Tco_019259
ko01100	Tco_019259
ko03030	Tco_019259
ko03410	Tco_019259
ko03420	Tco_019259
ko05166	Tco_019259
ko00512	Tco_019271
ko01100	Tco_019271
ko00981	Tco_019272
ko04013	Tco_019273
ko04624	Tco_019273
ko04141	Tco_019279
ko03018	Tco_019281
ko04064	Tco_019284
ko04620	Tco_019284
ko04621	Tco_019284
ko04622	Tco_019284
ko04657	Tco_019284
ko04668	Tco_019284
ko05160	Tco_019284
ko05165	Tco_019284
ko05167	Tco_019284
ko05168	Tco_019284
ko05169	Tco_019284
ko05200	Tco_019284
ko05203	Tco_019284
ko05222	Tco_019284
ko04972	Tco_019292
ko04974	Tco_019292
ko04964	Tco_019300
ko04974	Tco_019300
ko04976	Tco_019300
ko04978	Tco_019300
ko04217	Tco_019304
ko04621	Tco_019304
ko04217	Tco_019305
ko04621	Tco_019305
ko04217	Tco_019309
ko04621	Tco_019309
ko04217	Tco_019310
ko04621	Tco_019310
ko04217	Tco_019312
ko04621	Tco_019312
ko00500	Tco_019314
ko01100	Tco_019314
ko03015	Tco_019322
ko00510	Tco_019339
ko01100	Tco_019339
ko00190	Tco_019340
ko01100	Tco_019340
ko02020	Tco_019340
ko04260	Tco_019340
ko04714	Tco_019340
ko04932	Tco_019340
ko05010	Tco_019340
ko05012	Tco_019340
ko05016	Tco_019340
ko03040	Tco_019346
ko05152	Tco_019347
ko04014	Tco_019348
ko04015	Tco_019348
ko04072	Tco_019348
ko05200	Tco_019348
ko05210	Tco_019348
ko05212	Tco_019348
ko04150	Tco_019349
ko00072	Tco_019350
ko00650	Tco_019350
ko00830	Tco_019350
ko01100	Tco_019350
ko03040	Tco_019354
ko03015	Tco_019360
ko00970	Tco_019361
ko03018	Tco_019365
ko00982	Tco_019372
ko01120	Tco_019372
ko00564	Tco_019377
ko00565	Tco_019377
ko01100	Tco_019377
ko04130	Tco_019378
ko04320	Tco_019379
ko01522	Tco_019384
ko04217	Tco_019385
ko04020	Tco_019386
ko04080	Tco_019386
ko04611	Tco_019386
ko04020	Tco_019387
ko04080	Tco_019387
ko04611	Tco_019387
ko04742	Tco_019387
ko04152	Tco_019388
ko04110	Tco_019390
ko04218	Tco_019390
ko04350	Tco_019390
ko05165	Tco_019390
ko05203	Tco_019390
ko00515	Tco_019391
ko01100	Tco_019391
ko04514	Tco_019396
ko00563	Tco_019398
ko01100	Tco_019398
ko04212	Tco_019400
ko05134	Tco_019400
ko03040	Tco_019402
ko01522	Tco_019404
ko04010	Tco_019404
ko04012	Tco_019404
ko04013	Tco_019404
ko04024	Tco_019404
ko04137	Tco_019404
ko04210	Tco_019404
ko04214	Tco_019404
ko04310	Tco_019404
ko04380	Tco_019404
ko04510	Tco_019404
ko04530	Tco_019404
ko04620	Tco_019404
ko04621	Tco_019404
ko04624	Tco_019404
ko04657	Tco_019404
ko04658	Tco_019404
ko04659	Tco_019404
ko04660	Tco_019404
ko04662	Tco_019404
ko04668	Tco_019404
ko04722	Tco_019404
ko04912	Tco_019404
ko04915	Tco_019404
ko04921	Tco_019404
ko04926	Tco_019404
ko04932	Tco_019404
ko04933	Tco_019404
ko05030	Tco_019404
ko05031	Tco_019404
ko05120	Tco_019404
ko05132	Tco_019404
ko05133	Tco_019404
ko05140	Tco_019404
ko05142	Tco_019404
ko05161	Tco_019404
ko05164	Tco_019404
ko05166	Tco_019404
ko05167	Tco_019404
ko05168	Tco_019404
ko05169	Tco_019404
ko05200	Tco_019404
ko05203	Tco_019404
ko05210	Tco_019404
ko05211	Tco_019404
ko05224	Tco_019404
ko05231	Tco_019404
ko05321	Tco_019404
ko05323	Tco_019404
ko05418	Tco_019404
ko04110	Tco_019407
ko04111	Tco_019407
ko04113	Tco_019407
ko04714	Tco_019412
ko05225	Tco_019412
ko04714	Tco_019417
ko05225	Tco_019417
ko04136	Tco_019419
ko04138	Tco_019419
ko04140	Tco_019419
ko00860	Tco_019425
ko01100	Tco_019425
ko01110	Tco_019425
ko00601	Tco_019427
ko01100	Tco_019427
ko04010	Tco_019431
ko04120	Tco_019431
ko04530	Tco_019431
ko04622	Tco_019431
ko04722	Tco_019431
ko04912	Tco_019431
ko05161	Tco_019431
ko05166	Tco_019431
ko04144	Tco_019437
ko04924	Tco_019441
ko04972	Tco_019441
ko00100	Tco_019448
ko00140	Tco_019448
ko00590	Tco_019448
ko00591	Tco_019448
ko01100	Tco_019448
ko04212	Tco_019448
ko04726	Tco_019448
ko04750	Tco_019448
ko04913	Tco_019448
ko00830	Tco_019450
ko01100	Tco_019450
ko04146	Tco_019450
ko00230	Tco_019451
ko00240	Tco_019451
ko00983	Tco_019451
ko01100	Tco_019451
ko01110	Tco_019451
ko01130	Tco_019451
ko04016	Tco_019451
ko00051	Tco_019455
ko00512	Tco_019457
ko01100	Tco_019457
ko04120	Tco_019461
ko04144	Tco_019461
ko03008	Tco_019462
ko00830	Tco_019465
ko01100	Tco_019465
ko04146	Tco_019465
ko00100	Tco_019466
ko01100	Tco_019466
ko01110	Tco_019466
ko01130	Tco_019466
ko00100	Tco_019468
ko01100	Tco_019468
ko01110	Tco_019468
ko01130	Tco_019468
ko00100	Tco_019471
ko01100	Tco_019471
ko01110	Tco_019471
ko01130	Tco_019471
ko00100	Tco_019472
ko01100	Tco_019472
ko01110	Tco_019472
ko01130	Tco_019472
ko04146	Tco_019474
ko05134	Tco_019479
ko04977	Tco_019497
ko05166	Tco_019499
ko05203	Tco_019499
ko00970	Tco_019503
ko04080	Tco_019504
ko04961	Tco_019504
ko03010	Tco_019509
ko04110	Tco_019511
ko04114	Tco_019511
ko04115	Tco_019511
ko04151	Tco_019511
ko04218	Tco_019511
ko04391	Tco_019511
ko04934	Tco_019511
ko05161	Tco_019511
ko05162	Tco_019511
ko05165	Tco_019511
ko05200	Tco_019511
ko05203	Tco_019511
ko05206	Tco_019511
ko05215	Tco_019511
ko05222	Tco_019511
ko05226	Tco_019511
ko03018	Tco_019515
ko03015	Tco_019519
ko02024	Tco_019522
ko03060	Tco_019522
ko03070	Tco_019522
ko04080	Tco_019533
ko04270	Tco_019533
ko00512	Tco_019539
ko01100	Tco_019539
ko03050	Tco_019540
ko04120	Tco_019562
ko00601	Tco_019563
ko00603	Tco_019563
ko01100	Tco_019563
ko04015	Tco_019564
ko04145	Tco_019564
ko04151	Tco_019564
ko04360	Tco_019564
ko04510	Tco_019564
ko04512	Tco_019564
ko04514	Tco_019564
ko04530	Tco_019564
ko04611	Tco_019564
ko04670	Tco_019564
ko04810	Tco_019564
ko05100	Tco_019564
ko05130	Tco_019564
ko05131	Tco_019564
ko05133	Tco_019564
ko05140	Tco_019564
ko05145	Tco_019564
ko05165	Tco_019564
ko05200	Tco_019564
ko05205	Tco_019564
ko05222	Tco_019564
ko05410	Tco_019564
ko05412	Tco_019564
ko05414	Tco_019564
ko04610	Tco_019568
ko04610	Tco_019569
ko04514	Tco_019571
ko04520	Tco_019571
ko04630	Tco_019571
ko04910	Tco_019571
ko04931	Tco_019571
ko04015	Tco_019574
ko04145	Tco_019574
ko04151	Tco_019574
ko04360	Tco_019574
ko04510	Tco_019574
ko04512	Tco_019574
ko04514	Tco_019574
ko04530	Tco_019574
ko04611	Tco_019574
ko04670	Tco_019574
ko04810	Tco_019574
ko05100	Tco_019574
ko05130	Tco_019574
ko05131	Tco_019574
ko05133	Tco_019574
ko05140	Tco_019574
ko05145	Tco_019574
ko05165	Tco_019574
ko05200	Tco_019574
ko05205	Tco_019574
ko05222	Tco_019574
ko05410	Tco_019574
ko05412	Tco_019574
ko05414	Tco_019574
ko04015	Tco_019578
ko04145	Tco_019578
ko04151	Tco_019578
ko04360	Tco_019578
ko04510	Tco_019578
ko04512	Tco_019578
ko04514	Tco_019578
ko04530	Tco_019578
ko04611	Tco_019578
ko04670	Tco_019578
ko04810	Tco_019578
ko05100	Tco_019578
ko05130	Tco_019578
ko05131	Tco_019578
ko05133	Tco_019578
ko05140	Tco_019578
ko05145	Tco_019578
ko05165	Tco_019578
ko05200	Tco_019578
ko05205	Tco_019578
ko05222	Tco_019578
ko05410	Tco_019578
ko05412	Tco_019578
ko05414	Tco_019578
ko04015	Tco_019579
ko04145	Tco_019579
ko04151	Tco_019579
ko04360	Tco_019579
ko04510	Tco_019579
ko04512	Tco_019579
ko04514	Tco_019579
ko04530	Tco_019579
ko04611	Tco_019579
ko04670	Tco_019579
ko04810	Tco_019579
ko05100	Tco_019579
ko05130	Tco_019579
ko05131	Tco_019579
ko05133	Tco_019579
ko05140	Tco_019579
ko05145	Tco_019579
ko05165	Tco_019579
ko05200	Tco_019579
ko05205	Tco_019579
ko05222	Tco_019579
ko05410	Tco_019579
ko05412	Tco_019579
ko05414	Tco_019579
ko04015	Tco_019580
ko04145	Tco_019580
ko04151	Tco_019580
ko04360	Tco_019580
ko04510	Tco_019580
ko04512	Tco_019580
ko04514	Tco_019580
ko04530	Tco_019580
ko04611	Tco_019580
ko04670	Tco_019580
ko04810	Tco_019580
ko05100	Tco_019580
ko05130	Tco_019580
ko05131	Tco_019580
ko05133	Tco_019580
ko05140	Tco_019580
ko05145	Tco_019580
ko05165	Tco_019580
ko05200	Tco_019580
ko05205	Tco_019580
ko05222	Tco_019580
ko05410	Tco_019580
ko05412	Tco_019580
ko05414	Tco_019580
ko04071	Tco_019584
ko03018	Tco_019586
ko03040	Tco_019587
ko05206	Tco_019588
ko03030	Tco_019589
ko04110	Tco_019589
ko04111	Tco_019589
ko04113	Tco_019589
ko00061	Tco_019590
ko00333	Tco_019590
ko01100	Tco_019590
ko01130	Tco_019590
ko01212	Tco_019590
ko03460	Tco_019592
ko00230	Tco_019593
ko00240	Tco_019593
ko00760	Tco_019593
ko01100	Tco_019593
ko01110	Tco_019593
ko00480	Tco_019594
ko00980	Tco_019594
ko00982	Tco_019594
ko00983	Tco_019594
ko01524	Tco_019594
ko05200	Tco_019594
ko05204	Tco_019594
ko05225	Tco_019594
ko05418	Tco_019594
ko00051	Tco_019595
ko00520	Tco_019595
ko01100	Tco_019595
ko00480	Tco_019596
ko00980	Tco_019596
ko00982	Tco_019596
ko00983	Tco_019596
ko01524	Tco_019596
ko05200	Tco_019596
ko05204	Tco_019596
ko05225	Tco_019596
ko05418	Tco_019596
ko00480	Tco_019597
ko00980	Tco_019597
ko00982	Tco_019597
ko00983	Tco_019597
ko01524	Tco_019597
ko05200	Tco_019597
ko05204	Tco_019597
ko05225	Tco_019597
ko05418	Tco_019597
ko00480	Tco_019598
ko00980	Tco_019598
ko00982	Tco_019598
ko00983	Tco_019598
ko01524	Tco_019598
ko05200	Tco_019598
ko05204	Tco_019598
ko05225	Tco_019598
ko05418	Tco_019598
ko00480	Tco_019599
ko00980	Tco_019599
ko00982	Tco_019599
ko00983	Tco_019599
ko01524	Tco_019599
ko05200	Tco_019599
ko05204	Tco_019599
ko05225	Tco_019599
ko05418	Tco_019599
ko00480	Tco_019600
ko00980	Tco_019600
ko00982	Tco_019600
ko00983	Tco_019600
ko01524	Tco_019600
ko05200	Tco_019600
ko05204	Tco_019600
ko05225	Tco_019600
ko05418	Tco_019600
ko00480	Tco_019601
ko00980	Tco_019601
ko00982	Tco_019601
ko00983	Tco_019601
ko01524	Tco_019601
ko05200	Tco_019601
ko05204	Tco_019601
ko05225	Tco_019601
ko05418	Tco_019601
ko00480	Tco_019602
